"_v","_u"
-3.24,-1.584
-3.24,-1.512
-3.24,-1.44
-3.24,-1.368
-3.24,-1.296
-3.24,-1.224
-3.24,-1.152
-3.24,-1.08
-3.24,-1.008
-3.24,-0.936
-3.24,-0.864
-3.24,-0.792
-3.24,-0.72
-3.24,-0.648
-3.24,-0.576
-3.24,-0.504
-3.24,-0.432
-3.24,-0.36
-3.24,-0.288
-3.24,-0.216
-3.24,-0.144
-3.24,-0.072
-3.24,0
-3.24,0.072
-3.24,0.144
-3.24,0.216
-3.24,0.288
-3.24,0.36
-3.24,0.432
-3.24,0.504
-3.24,0.576
-3.24,0.648
-3.24,0.72
-3.24,0.792
-3.24,0.864
-3.24,0.936
-3.24,1.008
-3.24,1.08
-3.24,1.152
-3.24,1.224
-3.24,1.296
-3.24,1.368
-3.24,1.44
-3.24,1.512
-3.24,1.584
-3.24,1.656
-3.24,1.728
-3.24,1.8
-3.24,1.872
-3.24,1.944
-3.24,2.016
-3.24,2.088
-3.24,2.16
-3.24,2.232
-3.24,2.304
-3.24,2.376
-3.24,2.448
-3.24,2.52
-3.24,2.592
-3.24,2.664
-3.24,2.736
-3.24,2.808
-3.24,2.88
-3.24,2.952
-3.24,3.024
-3.24,3.096
-3.24,3.168
-3.24,3.24
-3.24,3.312
-3.24,3.384
-3.24,3.456
-3.24,3.528
-3.24,3.6
-3.15,-3.6
-3.15,-3.528
-3.15,-3.456
-3.15,-3.384
-3.15,-3.312
-3.15,-3.24
-3.15,-3.168
-3.15,-3.096
-3.15,-3.024
-3.15,-2.952
-3.15,-2.88
-3.15,-2.808
-3.15,-2.736
-3.15,-2.664
-3.15,-2.592
-3.15,-2.52
-3.15,-2.448
-3.15,-2.376
-3.15,-2.304
-3.15,-2.232
-3.15,-2.16
-3.15,-2.088
-3.15,-2.016
-3.15,-1.944
-3.15,-1.872
-3.15,-1.8
-3.15,-1.728
-3.15,-1.656
-3.15,-1.584
-3.15,-1.512
-3.15,-1.44
-3.15,-1.368
-3.15,-1.296
-3.15,-1.224
-3.15,-1.152
-3.15,-1.08
-3.15,-1.008
-3.15,-0.936
-3.15,-0.864
-3.15,-0.792
-3.15,-0.72
-3.15,-0.648
-3.15,-0.576
-3.15,-0.504
-3.15,-0.432
-3.15,-0.36
-3.15,-0.288
-3.15,-0.216
-3.15,-0.144
-3.15,-0.072
-3.15,0
-3.15,0.072
-3.15,0.144
-3.15,0.216
-3.15,0.288
-3.15,0.36
-3.15,0.432
-3.15,0.504
-3.15,0.576
-3.15,0.648
-3.15,0.72
-3.15,0.792
-3.15,0.864
-3.15,0.936
-3.15,1.008
-3.15,1.08
-3.15,1.152
-3.15,1.224
-3.15,1.296
-3.15,1.368
-3.15,1.44
-3.15,1.512
-3.15,1.584
-3.15,1.656
-3.15,1.728
-3.15,1.8
-3.15,1.872
-3.15,1.944
-3.15,2.016
-3.15,2.088
-3.15,2.16
-3.15,2.232
-3.15,2.304
-3.15,2.376
-3.15,2.448
-3.15,2.52
-3.15,2.592
-3.15,2.664
-3.15,2.736
-3.15,2.808
-3.15,2.88
-3.15,2.952
-3.15,3.024
-3.15,3.096
-3.15,3.168
-3.15,3.24
-3.15,3.312
-3.15,3.384
-3.15,3.456
-3.15,3.528
-3.15,3.6
-3.06,-3.6
-3.06,-3.528
-3.06,-3.456
-3.06,-3.384
-3.06,-3.312
-3.06,-3.24
-3.06,-3.168
-3.06,-3.096
-3.06,-3.024
-3.06,-2.952
-3.06,-2.88
-3.06,-2.808
-3.06,-2.736
-3.06,-2.664
-3.06,-2.592
-3.06,-2.52
-3.06,-2.448
-3.06,-2.376
-3.06,-2.304
-3.06,-2.232
-3.06,-2.16
-3.06,-2.088
-3.06,-2.016
-3.06,-1.944
-3.06,-1.872
-3.06,-1.8
-3.06,-1.728
-3.06,-1.656
-3.06,-1.584
-3.06,-1.512
-3.06,-1.44
-3.06,-1.368
-3.06,-1.296
-3.06,-1.224
-3.06,-1.152
-3.06,-1.08
-3.06,-1.008
-3.06,-0.936
-3.06,-0.864
-3.06,-0.792
-3.06,-0.72
-3.06,-0.648
-3.06,-0.576
-3.06,-0.504
-3.06,-0.432
-3.06,-0.36
-3.06,-0.288
-3.06,-0.216
-3.06,-0.144
-3.06,-0.072
-3.06,0
-3.06,0.072
-3.06,0.144
-3.06,0.216
-3.06,0.288
-3.06,0.36
-3.06,0.432
-3.06,0.504
-3.06,0.576
-3.06,0.648
-3.06,0.72
-3.06,0.792
-3.06,0.864
-3.06,0.936
-3.06,1.008
-3.06,1.08
-3.06,1.152
-3.06,1.224
-3.06,1.296
-3.06,1.368
-3.06,1.44
-3.06,1.512
-3.06,1.584
-3.06,1.656
-3.06,1.728
-3.06,1.8
-3.06,1.872
-3.06,1.944
-3.06,2.016
-3.06,2.088
-3.06,2.16
-3.06,2.232
-3.06,2.304
-3.06,2.376
-3.06,2.448
-3.06,2.52
-3.06,2.592
-3.06,2.664
-3.06,2.736
-3.06,2.808
-3.06,2.88
-3.06,2.952
-3.06,3.024
-3.06,3.096
-3.06,3.168
-3.06,3.24
-3.06,3.312
-3.06,3.384
-3.06,3.456
-3.06,3.528
-3.06,3.6
-2.97,-3.6
-2.97,-3.528
-2.97,-3.456
-2.97,-3.384
-2.97,-3.312
-2.97,-3.24
-2.97,-3.168
-2.97,-3.096
-2.97,-3.024
-2.97,-2.952
-2.97,-2.88
-2.97,-2.808
-2.97,-2.736
-2.97,-2.664
-2.97,-2.592
-2.97,-2.52
-2.97,-2.448
-2.97,-2.376
-2.97,-2.304
-2.97,-2.232
-2.97,-2.16
-2.97,-2.088
-2.97,-2.016
-2.97,-1.944
-2.97,-1.872
-2.97,-1.8
-2.97,-1.728
-2.97,-1.656
-2.97,-1.584
-2.97,-1.512
-2.97,-1.44
-2.97,-1.368
-2.97,-1.296
-2.97,-1.224
-2.97,-1.152
-2.97,-1.08
-2.97,-1.008
-2.97,-0.936
-2.97,-0.864
-2.97,-0.792
-2.97,-0.72
-2.97,-0.648
-2.97,-0.576
-2.97,-0.504
-2.97,-0.432
-2.97,-0.36
-2.97,-0.288
-2.97,-0.216
-2.97,-0.144
-2.97,-0.072
-2.97,0
-2.97,0.072
-2.97,0.144
-2.97,0.216
-2.97,0.288
-2.97,0.36
-2.97,0.432
-2.97,0.504
-2.97,0.576
-2.97,0.648
-2.97,0.72
-2.97,0.792
-2.97,0.864
-2.97,0.936
-2.97,1.008
-2.97,1.08
-2.97,1.152
-2.97,1.224
-2.97,1.296
-2.97,1.368
-2.97,1.44
-2.97,1.512
-2.97,1.584
-2.97,1.656
-2.97,1.728
-2.97,1.8
-2.97,1.872
-2.97,1.944
-2.97,2.016
-2.97,2.088
-2.97,2.16
-2.97,2.232
-2.97,2.304
-2.97,2.376
-2.97,2.448
-2.97,2.52
-2.97,2.592
-2.97,2.664
-2.97,2.736
-2.97,2.808
-2.97,2.88
-2.97,2.952
-2.97,3.024
-2.97,3.096
-2.97,3.168
-2.97,3.24
-2.97,3.312
-2.97,3.384
-2.97,3.456
-2.97,3.528
-2.97,3.6
-2.88,-3.6
-2.88,-3.528
-2.88,-3.456
-2.88,-3.384
-2.88,-3.312
-2.88,-3.24
-2.88,-3.168
-2.88,-3.096
-2.88,-3.024
-2.88,-2.952
-2.88,-2.88
-2.88,-2.808
-2.88,-2.736
-2.88,-2.664
-2.88,-2.592
-2.88,-2.52
-2.88,-2.448
-2.88,-2.376
-2.88,-2.304
-2.88,-2.232
-2.88,-2.16
-2.88,-2.088
-2.88,-2.016
-2.88,-1.944
-2.88,-1.872
-2.88,-1.8
-2.88,-1.728
-2.88,-1.656
-2.88,-1.584
-2.88,-1.512
-2.88,-1.44
-2.88,-1.368
-2.88,-1.296
-2.88,-1.224
-2.88,-1.152
-2.88,-1.08
-2.88,-1.008
-2.88,-0.936
-2.88,-0.864
-2.88,-0.792
-2.88,-0.72
-2.88,-0.648
-2.88,-0.576
-2.88,-0.504
-2.88,-0.432
-2.88,-0.36
-2.88,-0.288
-2.88,-0.216
-2.88,-0.144
-2.88,-0.072
-2.88,0
-2.88,0.072
-2.88,0.144
-2.88,0.216
-2.88,0.288
-2.88,0.36
-2.88,0.432
-2.88,0.504
-2.88,0.576
-2.88,0.648
-2.88,0.72
-2.88,0.792
-2.88,0.864
-2.88,0.936
-2.88,1.008
-2.88,1.08
-2.88,1.152
-2.88,1.224
-2.88,1.296
-2.88,1.368
-2.88,1.44
-2.88,1.512
-2.88,1.584
-2.88,1.656
-2.88,1.728
-2.88,1.8
-2.88,1.872
-2.88,1.944
-2.88,2.016
-2.88,2.088
-2.88,2.16
-2.88,2.232
-2.88,2.304
-2.88,2.376
-2.88,2.448
-2.88,2.52
-2.88,2.592
-2.88,2.664
-2.88,2.736
-2.88,2.808
-2.88,2.88
-2.88,2.952
-2.88,3.024
-2.88,3.096
-2.88,3.168
-2.88,3.24
-2.88,3.312
-2.88,3.384
-2.88,3.456
-2.88,3.528
-2.88,3.6
-2.79,-3.6
-2.79,-3.528
-2.79,-3.456
-2.79,-3.384
-2.79,-3.312
-2.79,-3.24
-2.79,-3.168
-2.79,-3.096
-2.79,-3.024
-2.79,-2.952
-2.79,-2.88
-2.79,-2.808
-2.79,-2.736
-2.79,-2.664
-2.79,-2.592
-2.79,-2.52
-2.79,-2.448
-2.79,-2.376
-2.79,-2.304
-2.79,-2.232
-2.79,-2.16
-2.79,-2.088
-2.79,-2.016
-2.79,-1.944
-2.79,-1.872
-2.79,-1.8
-2.79,-1.728
-2.79,-1.656
-2.79,-1.584
-2.79,-1.512
-2.79,-1.44
-2.79,-1.368
-2.79,-1.296
-2.79,-1.224
-2.79,-1.152
-2.79,-1.08
-2.79,-1.008
-2.79,-0.936
-2.79,-0.864
-2.79,-0.792
-2.79,-0.72
-2.79,-0.648
-2.79,-0.576
-2.79,-0.504
-2.79,-0.432
-2.79,-0.36
-2.79,-0.288
-2.79,-0.216
-2.79,-0.144
-2.79,-0.072
-2.79,0
-2.79,0.072
-2.79,0.144
-2.79,0.216
-2.79,0.288
-2.79,0.36
-2.79,0.432
-2.79,0.504
-2.79,0.576
-2.79,0.648
-2.79,0.72
-2.79,0.792
-2.79,0.864
-2.79,0.936
-2.79,1.008
-2.79,1.08
-2.79,1.152
-2.79,1.224
-2.79,1.296
-2.79,1.368
-2.79,1.44
-2.79,1.512
-2.79,1.584
-2.79,1.656
-2.79,1.728
-2.79,1.8
-2.79,1.872
-2.79,1.944
-2.79,2.016
-2.79,2.088
-2.79,2.16
-2.79,2.232
-2.79,2.304
-2.79,2.376
-2.79,2.448
-2.79,2.52
-2.79,2.592
-2.79,2.664
-2.79,2.736
-2.79,2.808
-2.79,2.88
-2.79,2.952
-2.79,3.024
-2.79,3.096
-2.79,3.168
-2.79,3.24
-2.79,3.312
-2.79,3.384
-2.79,3.456
-2.79,3.528
-2.79,3.6
-2.7,-3.6
-2.7,-3.528
-2.7,-3.456
-2.7,-3.384
-2.7,-3.312
-2.7,-3.24
-2.7,-3.168
-2.7,-3.096
-2.7,-3.024
-2.7,-2.952
-2.7,-2.88
-2.7,-2.808
-2.7,-2.736
-2.7,-2.664
-2.7,-2.592
-2.7,-2.52
-2.7,-2.448
-2.7,-2.376
-2.7,-2.304
-2.7,-2.232
-2.7,-2.16
-2.7,-2.088
-2.7,-2.016
-2.7,-1.944
-2.7,-1.872
-2.7,-1.8
-2.7,-1.728
-2.7,-1.656
-2.7,-1.584
-2.7,-1.512
-2.7,-1.44
-2.7,-1.368
-2.7,-1.296
-2.7,-1.224
-2.7,-1.152
-2.7,-1.08
-2.7,-1.008
-2.7,-0.936
-2.7,-0.864
-2.7,-0.792
-2.7,-0.72
-2.7,-0.648
-2.7,-0.576
-2.7,-0.504
-2.7,-0.432
-2.7,-0.36
-2.7,-0.288
-2.7,-0.216
-2.7,-0.144
-2.7,-0.072
-2.7,0
-2.7,0.072
-2.7,0.144
-2.7,0.216
-2.7,0.288
-2.7,0.36
-2.7,0.432
-2.7,0.504
-2.7,0.576
-2.7,0.648
-2.7,0.72
-2.7,0.792
-2.7,0.864
-2.7,0.936
-2.7,1.008
-2.7,1.08
-2.7,1.152
-2.7,1.224
-2.7,1.296
-2.7,1.368
-2.7,1.44
-2.7,1.512
-2.7,1.584
-2.7,1.656
-2.7,1.728
-2.7,1.8
-2.7,1.872
-2.7,1.944
-2.7,2.016
-2.7,2.088
-2.7,2.16
-2.7,2.232
-2.7,2.304
-2.7,2.376
-2.7,2.448
-2.7,2.52
-2.7,2.592
-2.7,2.664
-2.7,2.736
-2.7,2.808
-2.7,2.88
-2.7,2.952
-2.7,3.024
-2.7,3.096
-2.7,3.168
-2.7,3.24
-2.7,3.312
-2.7,3.384
-2.7,3.456
-2.7,3.528
-2.7,3.6
-2.61,-3.6
-2.61,-3.528
-2.61,-3.456
-2.61,-3.384
-2.61,-3.312
-2.61,-3.24
-2.61,-3.168
-2.61,-3.096
-2.61,-3.024
-2.61,-2.952
-2.61,-2.88
-2.61,-2.808
-2.61,-2.736
-2.61,-2.664
-2.61,-2.592
-2.61,-2.52
-2.61,-2.448
-2.61,-2.376
-2.61,-2.304
-2.61,-2.232
-2.61,-2.16
-2.61,-2.088
-2.61,-2.016
-2.61,-1.944
-2.61,-1.872
-2.61,-1.8
-2.61,-1.728
-2.61,-1.656
-2.61,-1.584
-2.61,-1.512
-2.61,-1.44
-2.61,-1.368
-2.61,-1.296
-2.61,-1.224
-2.61,-1.152
-2.61,-1.08
-2.61,-1.008
-2.61,-0.936
-2.61,-0.864
-2.61,-0.792
-2.61,-0.72
-2.61,-0.648
-2.61,-0.576
-2.61,-0.504
-2.61,-0.432
-2.61,-0.36
-2.61,-0.288
-2.61,-0.216
-2.61,-0.144
-2.61,-0.072
-2.61,0
-2.61,0.072
-2.61,0.144
-2.61,0.216
-2.61,0.288
-2.61,0.36
-2.61,0.432
-2.61,0.504
-2.61,0.576
-2.61,0.648
-2.61,0.72
-2.61,0.792
-2.61,0.864
-2.61,0.936
-2.61,1.008
-2.61,1.08
-2.61,1.152
-2.61,1.224
-2.61,1.296
-2.61,1.368
-2.61,1.44
-2.61,1.512
-2.61,1.584
-2.61,1.656
-2.61,1.728
-2.61,1.8
-2.61,1.872
-2.61,1.944
-2.61,2.016
-2.61,2.088
-2.61,2.16
-2.61,2.232
-2.61,2.304
-2.61,2.376
-2.61,2.448
-2.61,2.52
-2.61,2.592
-2.61,2.664
-2.61,2.736
-2.61,2.808
-2.61,2.88
-2.61,2.952
-2.61,3.024
-2.61,3.096
-2.61,3.168
-2.61,3.24
-2.61,3.312
-2.61,3.384
-2.61,3.456
-2.61,3.528
-2.61,3.6
-2.52,-3.6
-2.52,-3.528
-2.52,-3.456
-2.52,-3.384
-2.52,-3.312
-2.52,-3.24
-2.52,-3.168
-2.52,-3.096
-2.52,-3.024
-2.52,-2.952
-2.52,-2.88
-2.52,-2.808
-2.52,-2.736
-2.52,-2.664
-2.52,-2.592
-2.52,-2.52
-2.52,-2.448
-2.52,-2.376
-2.52,-2.304
-2.52,-2.232
-2.52,-2.16
-2.52,-2.088
-2.52,-2.016
-2.52,-1.944
-2.52,-1.872
-2.52,-1.8
-2.52,-1.728
-2.52,-1.656
-2.52,-1.584
-2.52,-1.512
-2.52,-1.44
-2.52,-1.368
-2.52,-1.296
-2.52,-1.224
-2.52,-1.152
-2.52,-1.08
-2.52,-1.008
-2.52,-0.936
-2.52,-0.864
-2.52,-0.792
-2.52,-0.72
-2.52,-0.648
-2.52,-0.576
-2.52,-0.504
-2.52,-0.432
-2.52,-0.36
-2.52,-0.288
-2.52,-0.216
-2.52,-0.144
-2.52,-0.072
-2.52,0
-2.52,0.072
-2.52,0.144
-2.52,0.216
-2.52,0.288
-2.52,0.36
-2.52,0.432
-2.52,0.504
-2.52,0.576
-2.52,0.648
-2.52,0.72
-2.52,0.792
-2.52,0.864
-2.52,0.936
-2.52,1.008
-2.52,1.08
-2.52,1.152
-2.52,1.224
-2.52,1.296
-2.52,1.368
-2.52,1.44
-2.52,1.512
-2.52,1.584
-2.52,1.656
-2.52,1.728
-2.52,1.8
-2.52,1.872
-2.52,1.944
-2.52,2.016
-2.52,2.088
-2.52,2.16
-2.52,2.232
-2.52,2.304
-2.52,2.376
-2.52,2.448
-2.52,2.52
-2.52,2.592
-2.52,2.664
-2.52,2.736
-2.52,2.808
-2.52,2.88
-2.52,2.952
-2.52,3.024
-2.52,3.096
-2.52,3.168
-2.52,3.24
-2.52,3.312
-2.52,3.384
-2.52,3.456
-2.52,3.528
-2.52,3.6
-2.43,-3.6
-2.43,-3.528
-2.43,-3.456
-2.43,-3.384
-2.43,-3.312
-2.43,-3.24
-2.43,-3.168
-2.43,-3.096
-2.43,-3.024
-2.43,-2.952
-2.43,-2.88
-2.43,-2.808
-2.43,-2.736
-2.43,-2.664
-2.43,-2.592
-2.43,-2.52
-2.43,-2.448
-2.43,-2.376
-2.43,-2.304
-2.43,-2.232
-2.43,-2.16
-2.43,-2.088
-2.43,-2.016
-2.43,-1.944
-2.43,-1.872
-2.43,-1.8
-2.43,-1.728
-2.43,-1.656
-2.43,-1.584
-2.43,-1.512
-2.43,-1.44
-2.43,-1.368
-2.43,-1.296
-2.43,-1.224
-2.43,-1.152
-2.43,-1.08
-2.43,-1.008
-2.43,-0.936
-2.43,-0.864
-2.43,-0.792
-2.43,-0.72
-2.43,-0.648
-2.43,-0.576
-2.43,-0.504
-2.43,-0.432
-2.43,-0.36
-2.43,-0.288
-2.43,-0.216
-2.43,-0.144
-2.43,-0.072
-2.43,0
-2.43,0.072
-2.43,0.144
-2.43,0.216
-2.43,0.288
-2.43,0.36
-2.43,0.432
-2.43,0.504
-2.43,0.576
-2.43,0.648
-2.43,0.72
-2.43,0.792
-2.43,0.864
-2.43,0.936
-2.43,1.008
-2.43,1.08
-2.43,1.152
-2.43,1.224
-2.43,1.296
-2.43,1.368
-2.43,1.44
-2.43,1.512
-2.43,1.584
-2.43,1.656
-2.43,1.728
-2.43,1.8
-2.43,1.872
-2.43,1.944
-2.43,2.016
-2.43,2.088
-2.43,2.16
-2.43,2.232
-2.43,2.304
-2.43,2.376
-2.43,2.448
-2.43,2.52
-2.43,2.592
-2.43,2.664
-2.43,2.736
-2.43,2.808
-2.43,2.88
-2.43,2.952
-2.43,3.024
-2.43,3.096
-2.43,3.168
-2.43,3.24
-2.43,3.312
-2.43,3.384
-2.43,3.456
-2.43,3.528
-2.43,3.6
-2.34,-3.6
-2.34,-3.528
-2.34,-3.456
-2.34,-3.384
-2.34,-3.312
-2.34,-3.24
-2.34,-3.168
-2.34,-3.096
-2.34,-3.024
-2.34,-2.952
-2.34,-2.88
-2.34,-2.808
-2.34,-2.736
-2.34,-2.664
-2.34,-2.592
-2.34,-2.52
-2.34,-2.448
-2.34,-2.376
-2.34,-2.304
-2.34,-2.232
-2.34,-2.16
-2.34,-2.088
-2.34,-2.016
-2.34,-1.944
-2.34,-1.872
-2.34,-1.8
-2.34,-1.728
-2.34,-1.656
-2.34,-1.584
-2.34,-1.512
-2.34,-1.44
-2.34,-1.368
-2.34,-1.296
-2.34,-1.224
-2.34,-1.152
-2.34,-1.08
-2.34,-1.008
-2.34,-0.936
-2.34,-0.864
-2.34,-0.792
-2.34,-0.72
-2.34,-0.648
-2.34,-0.576
-2.34,-0.504
-2.34,-0.432
-2.34,-0.36
-2.34,-0.288
-2.34,-0.216
-2.34,-0.144
-2.34,-0.072
-2.34,0
-2.34,0.072
-2.34,0.144
-2.34,0.216
-2.34,0.288
-2.34,0.36
-2.34,0.432
-2.34,0.504
-2.34,0.576
-2.34,0.648
-2.34,0.72
-2.34,0.792
-2.34,0.864
-2.34,0.936
-2.34,1.008
-2.34,1.08
-2.34,1.152
-2.34,1.224
-2.34,1.296
-2.34,1.368
-2.34,1.44
-2.34,1.512
-2.34,1.584
-2.34,1.656
-2.34,1.728
-2.34,1.8
-2.34,1.872
-2.34,1.944
-2.34,2.016
-2.34,2.088
-2.34,2.16
-2.34,2.232
-2.34,2.304
-2.34,2.376
-2.34,2.448
-2.34,2.52
-2.34,2.592
-2.34,2.664
-2.34,2.736
-2.34,2.808
-2.34,2.88
-2.34,2.952
-2.34,3.024
-2.34,3.096
-2.34,3.168
-2.34,3.24
-2.34,3.312
-2.34,3.384
-2.34,3.456
-2.34,3.528
-2.34,3.6
-2.25,-3.6
-2.25,-3.528
-2.25,-3.456
-2.25,-3.384
-2.25,-3.312
-2.25,-3.24
-2.25,-3.168
-2.25,-3.096
-2.25,-3.024
-2.25,-2.952
-2.25,-2.88
-2.25,-2.808
-2.25,-2.736
-2.25,-2.664
-2.25,-2.592
-2.25,-2.52
-2.25,-2.448
-2.25,-2.376
-2.25,-2.304
-2.25,-2.232
-2.25,-2.16
-2.25,-2.088
-2.25,-2.016
-2.25,-1.944
-2.25,-1.872
-2.25,-1.8
-2.25,-1.728
-2.25,-1.656
-2.25,-1.584
-2.25,-1.512
-2.25,-1.44
-2.25,-1.368
-2.25,-1.296
-2.25,-1.224
-2.25,-1.152
-2.25,-1.08
-2.25,-1.008
-2.25,-0.936
-2.25,-0.864
-2.25,-0.792
-2.25,-0.72
-2.25,-0.648
-2.25,-0.576
-2.25,-0.504
-2.25,-0.432
-2.25,-0.36
-2.25,-0.288
-2.25,-0.216
-2.25,-0.144
-2.25,-0.072
-2.25,0
-2.25,0.072
-2.25,0.144
-2.25,0.216
-2.25,0.288
-2.25,0.36
-2.25,0.432
-2.25,0.504
-2.25,0.576
-2.25,0.648
-2.25,0.72
-2.25,0.792
-2.25,0.864
-2.25,0.936
-2.25,1.008
-2.25,1.08
-2.25,1.152
-2.25,1.224
-2.25,1.296
-2.25,1.368
-2.25,1.44
-2.25,1.512
-2.25,1.584
-2.25,1.656
-2.25,1.728
-2.25,1.8
-2.25,1.872
-2.25,1.944
-2.25,2.016
-2.25,2.088
-2.25,2.16
-2.25,2.232
-2.25,2.304
-2.25,2.376
-2.25,2.448
-2.25,2.52
-2.25,2.592
-2.25,2.664
-2.25,2.736
-2.25,2.808
-2.25,2.88
-2.25,2.952
-2.25,3.024
-2.25,3.096
-2.25,3.168
-2.25,3.24
-2.25,3.312
-2.25,3.384
-2.25,3.456
-2.25,3.528
-2.25,3.6
-2.16,-3.6
-2.16,-3.528
-2.16,-3.456
-2.16,-3.384
-2.16,-3.312
-2.16,-3.24
-2.16,-3.168
-2.16,-3.096
-2.16,-3.024
-2.16,-2.952
-2.16,-2.88
-2.16,-2.808
-2.16,-2.736
-2.16,-2.664
-2.16,-2.592
-2.16,-2.52
-2.16,-2.448
-2.16,-2.376
-2.16,-2.304
-2.16,-2.232
-2.16,-2.16
-2.16,-2.088
-2.16,-2.016
-2.16,-1.944
-2.16,-1.872
-2.16,-1.8
-2.16,-1.728
-2.16,-1.656
-2.16,-1.584
-2.16,-1.512
-2.16,-1.44
-2.16,-1.368
-2.16,-1.296
-2.16,-1.224
-2.16,-1.152
-2.16,-1.08
-2.16,-1.008
-2.16,-0.936
-2.16,-0.864
-2.16,-0.792
-2.16,-0.72
-2.16,-0.648
-2.16,-0.576
-2.16,-0.504
-2.16,-0.432
-2.16,-0.36
-2.16,-0.288
-2.16,-0.216
-2.16,-0.144
-2.16,-0.072
-2.16,0
-2.16,0.072
-2.16,0.144
-2.16,0.216
-2.16,0.288
-2.16,0.36
-2.16,0.432
-2.16,0.504
-2.16,0.576
-2.16,0.648
-2.16,0.72
-2.16,0.792
-2.16,0.864
-2.16,0.936
-2.16,1.008
-2.16,1.08
-2.16,1.152
-2.16,1.224
-2.16,1.296
-2.16,1.368
-2.16,1.44
-2.16,1.512
-2.16,1.584
-2.16,1.656
-2.16,1.728
-2.16,1.8
-2.16,1.872
-2.16,1.944
-2.16,2.016
-2.16,2.088
-2.16,2.16
-2.16,2.232
-2.16,2.304
-2.16,2.376
-2.16,2.448
-2.16,2.52
-2.16,2.592
-2.16,2.664
-2.16,2.736
-2.16,2.808
-2.16,2.88
-2.16,2.952
-2.16,3.024
-2.16,3.096
-2.16,3.168
-2.16,3.24
-2.16,3.312
-2.16,3.384
-2.16,3.456
-2.16,3.528
-2.16,3.6
-2.07,-3.6
-2.07,-3.528
-2.07,-3.456
-2.07,-3.384
-2.07,-3.312
-2.07,-3.24
-2.07,-3.168
-2.07,-3.096
-2.07,-3.024
-2.07,-2.952
-2.07,-2.88
-2.07,-2.808
-2.07,-2.736
-2.07,-2.664
-2.07,-2.592
-2.07,-2.52
-2.07,-2.448
-2.07,-2.376
-2.07,-2.304
-2.07,-2.232
-2.07,-2.16
-2.07,-2.088
-2.07,-2.016
-2.07,-1.944
-2.07,-1.872
-2.07,-1.8
-2.07,-1.728
-2.07,-1.656
-2.07,-1.584
-2.07,-1.512
-2.07,-1.44
-2.07,-1.368
-2.07,-1.296
-2.07,-1.224
-2.07,-1.152
-2.07,-1.08
-2.07,-1.008
-2.07,-0.936
-2.07,-0.864
-2.07,-0.792
-2.07,-0.72
-2.07,-0.648
-2.07,-0.576
-2.07,-0.504
-2.07,-0.432
-2.07,-0.36
-2.07,-0.288
-2.07,-0.216
-2.07,-0.144
-2.07,-0.072
-2.07,0
-2.07,0.072
-2.07,0.144
-2.07,0.216
-2.07,0.288
-2.07,0.36
-2.07,0.432
-2.07,0.504
-2.07,0.576
-2.07,0.648
-2.07,0.72
-2.07,0.792
-2.07,0.864
-2.07,0.936
-2.07,1.008
-2.07,1.08
-2.07,1.152
-2.07,1.224
-2.07,1.296
-2.07,1.368
-2.07,1.44
-2.07,1.512
-2.07,1.584
-2.07,1.656
-2.07,1.728
-2.07,1.8
-2.07,1.872
-2.07,1.944
-2.07,2.016
-2.07,2.088
-2.07,2.16
-2.07,2.232
-2.07,2.304
-2.07,2.376
-2.07,2.448
-2.07,2.52
-2.07,2.592
-2.07,2.664
-2.07,2.736
-2.07,2.808
-2.07,2.88
-2.07,2.952
-2.07,3.024
-2.07,3.096
-2.07,3.168
-2.07,3.24
-2.07,3.312
-2.07,3.384
-2.07,3.456
-2.07,3.528
-2.07,3.6
-1.98,-3.6
-1.98,-3.528
-1.98,-3.456
-1.98,-3.384
-1.98,-3.312
-1.98,-3.24
-1.98,-3.168
-1.98,-3.096
-1.98,-3.024
-1.98,-2.952
-1.98,-2.88
-1.98,-2.808
-1.98,-2.736
-1.98,-2.664
-1.98,-2.592
-1.98,-2.52
-1.98,-2.448
-1.98,-2.376
-1.98,-2.304
-1.98,-2.232
-1.98,-2.16
-1.98,-2.088
-1.98,-2.016
-1.98,-1.944
-1.98,-1.872
-1.98,-1.8
-1.98,-1.728
-1.98,-1.656
-1.98,-1.584
-1.98,-1.512
-1.98,-1.44
-1.98,-1.368
-1.98,-1.296
-1.98,-1.224
-1.98,-1.152
-1.98,-1.08
-1.98,-1.008
-1.98,-0.936
-1.98,-0.864
-1.98,-0.792
-1.98,-0.72
-1.98,-0.648
-1.98,-0.576
-1.98,-0.504
-1.98,-0.432
-1.98,-0.36
-1.98,-0.288
-1.98,-0.216
-1.98,-0.144
-1.98,-0.072
-1.98,0
-1.98,0.072
-1.98,0.144
-1.98,0.216
-1.98,0.288
-1.98,0.36
-1.98,0.432
-1.98,0.504
-1.98,0.576
-1.98,0.648
-1.98,0.72
-1.98,0.792
-1.98,0.864
-1.98,0.936
-1.98,1.008
-1.98,1.08
-1.98,1.152
-1.98,1.224
-1.98,1.296
-1.98,1.368
-1.98,1.44
-1.98,1.512
-1.98,1.584
-1.98,1.656
-1.98,1.728
-1.98,1.8
-1.98,1.872
-1.98,1.944
-1.98,2.016
-1.98,2.088
-1.98,2.16
-1.98,2.232
-1.98,2.304
-1.98,2.376
-1.98,2.448
-1.98,2.52
-1.98,2.592
-1.98,2.664
-1.98,2.736
-1.98,2.808
-1.98,2.88
