"_v [meter]","Freq [GHz]","x_coord [mm]","y_coord [mm]","_u []","NearETotal/max(NearETotal) []"
-4.5,2.4,7121,1430,-3.6,0.0713204434290181
-4.5,2.4,7121,1430,-3.528,0.0604504155314859
-4.5,2.4,7121,1430,-3.456,0.0522941961025603
-4.5,2.4,7121,1430,-3.384,0.0511908171838186
-4.5,2.4,7121,1430,-3.312,0.052604820327372
-4.5,2.4,7121,1430,-3.24,0.0538913232555932
-4.5,2.4,7121,1430,-3.168,0.0596626267934934
-4.5,2.4,7121,1430,-3.096,0.0715063984581998
-4.5,2.4,7121,1430,-3.024,0.0772498741650645
-4.5,2.4,7121,1430,-2.952,0.0785864320060146
-4.5,2.4,7121,1430,-2.88,0.0755120727942624
-4.5,2.4,7121,1430,-2.808,0.0644731425969843
-4.5,2.4,7121,1430,-2.736,0.0590843924767961
-4.5,2.4,7121,1430,-2.664,0.0649274329240068
-4.5,2.4,7121,1430,-2.592,0.067877952037788
-4.5,2.4,7121,1430,-2.52,0.0641729213612432
-4.5,2.4,7121,1430,-2.448,0.0681998206079212
-4.5,2.4,7121,1430,-2.376,0.0649539973217236
-4.5,2.4,7121,1430,-2.304,0.053032482524206
-4.5,2.4,7121,1430,-2.232,0.0620136629501778
-4.5,2.4,7121,1430,-2.16,0.0787554725892723
-4.5,2.4,7121,1430,-2.088,0.081074105809973
-4.5,2.4,7121,1430,-2.016,0.0695842454476662
-4.5,2.4,7121,1430,-1.944,0.0662885741983472
-4.5,2.4,7121,1430,-1.872,0.0861123006945411
-4.5,2.4,7121,1430,-1.8,0.0758836663355897
-4.5,2.4,7121,1430,-1.728,0.0515052633700816
-4.5,2.4,7121,1430,-1.656,0.0716970437396515
-4.5,2.4,7121,1430,-1.584,0.0695592285349174
-4.5,2.4,7121,1430,-1.512,0.0711561163973892
-4.5,2.4,7121,1430,-1.44,0.0725311906276414
-4.5,2.4,7121,1430,-1.368,0.0767036463772564
-4.5,2.4,7121,1430,-1.296,0.100613102383286
-4.5,2.4,7121,1430,-1.224,0.0733871997856249
-4.5,2.4,7121,1430,-1.152,0.0820964140419674
-4.5,2.4,7121,1430,-1.08,0.0990327218998356
-4.5,2.4,7121,1430,-1.008,0.0646438306088615
-4.5,2.4,7121,1430,-0.936,0.119533245019725
-4.5,2.4,7121,1430,-0.864,0.106689733137618
-4.5,2.4,7121,1430,-0.792,0.101741945049857
-4.5,2.4,7121,1430,-0.72,0.100941690462646
-4.5,2.4,7121,1430,-0.648,0.0971786290883806
-4.5,2.4,7121,1430,-0.576,0.112692948612786
-4.5,2.4,7121,1430,-0.504,0.139134080507288
-4.5,2.4,7121,1430,-0.432,0.101872847309307
-4.5,2.4,7121,1430,-0.36,0.139238270921068
-4.5,2.4,7121,1430,-0.288,0.130206503568059
-4.5,2.4,7121,1430,-0.216,0.0891918537535638
-4.5,2.4,7121,1430,-0.144,0.128072651741958
-4.5,2.4,7121,1430,-0.0719999999999996,0.127269625790465
-4.5,2.4,7121,1430,0,0.109528231443483
-4.5,2.4,7121,1430,0.0720000000000005,0.127565004035095
-4.5,2.4,7121,1430,0.144000000000001,0.132321301198081
-4.5,2.4,7121,1430,0.216,0.161439188544694
-4.5,2.4,7121,1430,0.288,0.158649222274238
-4.5,2.4,7121,1430,0.36,0.140837204075029
-4.5,2.4,7121,1430,0.432,0.133214412467464
-4.5,2.4,7121,1430,0.504,0.127513180890671
-4.5,2.4,7121,1430,0.576,0.0800386648361373
-4.5,2.4,7121,1430,0.648,0.0803569088360569
-4.5,2.4,7121,1430,0.72,0.0766628718733119
-4.5,2.4,7121,1430,0.792,0.0978666189050837
-4.5,2.4,7121,1430,0.864,0.108415835648688
-4.5,2.4,7121,1430,0.936,0.13072729611534
-4.5,2.4,7121,1430,1.008,0.136783794642522
-4.5,2.4,7121,1430,1.08,0.298276065640914
-4.5,2.4,7121,1430,1.152,0.283865724586106
-4.5,2.4,7121,1430,1.224,0.334017591970766
-4.5,2.4,7121,1430,1.296,0.245667576481069
-4.5,2.4,7121,1430,1.368,0.164358922233288
-4.5,2.4,7121,1430,1.44,0.182638221359704
-4.5,2.4,7121,1430,1.512,0.221009761508763
-4.5,2.4,7121,1430,1.584,0.432176123862841
-4.5,2.4,7121,1430,1.656,0.505731686189719
-4.5,2.4,7121,1430,1.728,0.561854896856652
-4.5,2.4,7121,1430,1.8,0.413383380235051
-4.5,2.4,7121,1430,1.872,0.51568182915684
-4.5,2.4,7121,1430,1.944,0.616731108745895
-4.5,2.4,7121,1430,2.016,0.786685382402173
-4.5,2.4,7121,1430,2.088,0.800643071579924
-4.5,2.4,7121,1430,2.16,0.724258117162714
-4.5,2.4,7121,1430,2.232,0.568719039813741
-4.5,2.4,7121,1430,2.304,0.537721973543646
-4.5,2.4,7121,1430,2.376,0.537112474749973
-4.5,2.4,7121,1430,2.448,0.390405886847414
-4.5,2.4,7121,1430,2.52,0.317667711903157
-4.5,2.4,7121,1430,2.592,0.582632499974832
-4.5,2.4,7121,1430,2.664,0.888624780014462
-4.5,2.4,7121,1430,2.736,0.85973868927973
-4.5,2.4,7121,1430,2.808,0.804180463832295
-4.5,2.4,7121,1430,2.88,0.606993087091391
-4.5,2.4,7121,1430,2.952,0.614647558623435
-4.5,2.4,7121,1430,3.024,0.47623388619043
-4.5,2.4,7121,1430,3.096,0.223346800007009
