"_v [meter]","Freq [GHz]","x_coord [mm]","y_coord [mm]","_u []","NearETotal/max(NearETotal) []"
-4.5,2.4,5612,8737,-3.6,0.446388890359425
-4.5,2.4,5612,8737,-3.528,0.493355999776477
-4.5,2.4,5612,8737,-3.456,0.533388073188196
-4.5,2.4,5612,8737,-3.384,0.376524179115071
-4.5,2.4,5612,8737,-3.312,0.245066974929148
-4.5,2.4,5612,8737,-3.24,0.167743226694519
-4.5,2.4,5612,8737,-3.168,0.286975214023753
-4.5,2.4,5612,8737,-3.096,0.541191701415427
-4.5,2.4,5612,8737,-3.024,0.608721751469058
-4.5,2.4,5612,8737,-2.952,0.478737692496669
-4.5,2.4,5612,8737,-2.88,0.235253598220795
-4.5,2.4,5612,8737,-2.808,0.173939138931221
-4.5,2.4,5612,8737,-2.736,0.360653457781281
-4.5,2.4,5612,8737,-2.664,0.432351039349689
-4.5,2.4,5612,8737,-2.592,0.438003186499249
-4.5,2.4,5612,8737,-2.52,0.421271837230758
-4.5,2.4,5612,8737,-2.448,0.412126505450314
-4.5,2.4,5612,8737,-2.376,0.286832677911597
-4.5,2.4,5612,8737,-2.304,0.0797493599697619
-4.5,2.4,5612,8737,-2.232,0.201219015106589
-4.5,2.4,5612,8737,-2.16,0.302241042464548
-4.5,2.4,5612,8737,-2.088,0.314190931531236
-4.5,2.4,5612,8737,-2.016,0.390379159225407
-4.5,2.4,5612,8737,-1.944,0.39278744720533
-4.5,2.4,5612,8737,-1.872,0.296001228302083
-4.5,2.4,5612,8737,-1.8,0.232845480958387
-4.5,2.4,5612,8737,-1.728,0.179264355429244
-4.5,2.4,5612,8737,-1.656,0.253380534541576
-4.5,2.4,5612,8737,-1.584,0.377314714499302
-4.5,2.4,5612,8737,-1.512,0.505591975886431
-4.5,2.4,5612,8737,-1.44,0.635264103336729
-4.5,2.4,5612,8737,-1.368,0.652437990066073
-4.5,2.4,5612,8737,-1.296,0.56220860758028
-4.5,2.4,5612,8737,-1.224,0.543358780436248
-4.5,2.4,5612,8737,-1.152,0.56292160596699
-4.5,2.4,5612,8737,-1.08,0.467136326426328
-4.5,2.4,5612,8737,-1.008,0.300902281661256
-4.5,2.4,5612,8737,-0.936,0.281697423912523
-4.5,2.4,5612,8737,-0.864,0.333184514855987
-4.5,2.4,5612,8737,-0.792,0.495017807865735
