"_v [meter]","Freq [GHz]","x_coord [mm]","y_coord [mm]","_u []","NearETotal/max(NearETotal) []"
-4.5,2.4,5060,6257,-3.6,0.710825623751543
-4.5,2.4,5060,6257,-3.528,0.736802935129813
-4.5,2.4,5060,6257,-3.456,0.720611023869895
-4.5,2.4,5060,6257,-3.384,0.692828108653547
-4.5,2.4,5060,6257,-3.312,0.678286559979686
-4.5,2.4,5060,6257,-3.24,0.69861610062049
-4.5,2.4,5060,6257,-3.168,0.694208027781791
-4.5,2.4,5060,6257,-3.096,0.676384168649464
-4.5,2.4,5060,6257,-3.024,0.634615028535718
-4.5,2.4,5060,6257,-2.952,0.614581553701243
-4.5,2.4,5060,6257,-2.88,0.654965321798154
-4.5,2.4,5060,6257,-2.808,0.723663961500304
-4.5,2.4,5060,6257,-2.736,0.785071392533891
-4.5,2.4,5060,6257,-2.664,0.775009789959878
-4.5,2.4,5060,6257,-2.592,0.733385390210762
-4.5,2.4,5060,6257,-2.52,0.66637971113392
-4.5,2.4,5060,6257,-2.448,0.614103819538839
-4.5,2.4,5060,6257,-2.376,0.583017486291958
-4.5,2.4,5060,6257,-2.304,0.560641558422795
-4.5,2.4,5060,6257,-2.232,0.567483139698704
-4.5,2.4,5060,6257,-2.16,0.62096951423954
-4.5,2.4,5060,6257,-2.088,0.661216962190867
-4.5,2.4,5060,6257,-2.016,0.717871171724025
-4.5,2.4,5060,6257,-1.944,0.718472428898184
-4.5,2.4,5060,6257,-1.872,0.681815250029498
-4.5,2.4,5060,6257,-1.8,0.656645984840406
-4.5,2.4,5060,6257,-1.728,0.656969991993317
-4.5,2.4,5060,6257,-1.656,0.653587208796351
-4.5,2.4,5060,6257,-1.584,0.66628509287585
-4.5,2.4,5060,6257,-1.512,0.7288690689472
-4.5,2.4,5060,6257,-1.44,0.774456745042775
-4.5,2.4,5060,6257,-1.368,0.776395922806665
-4.5,2.4,5060,6257,-1.296,0.73692653156679
-4.5,2.4,5060,6257,-1.224,0.746530142511528
-4.5,2.4,5060,6257,-1.152,0.759316647586829
-4.5,2.4,5060,6257,-1.08,0.686196736146575
-4.5,2.4,5060,6257,-1.008,0.652406909197804
