"_v [meter]","Freq [GHz]","x_coord [mm]","y_coord [mm]","_u []","NearETotal/max(NearETotal) []"
-4.5,2.4,6897,1716,-3.6,0.0445701604933757
-4.5,2.4,6897,1716,-3.528,0.0485284007300753
-4.5,2.4,6897,1716,-3.456,0.0475303540953201
-4.5,2.4,6897,1716,-3.384,0.0414542800094087
-4.5,2.4,6897,1716,-3.312,0.0367214353599879
-4.5,2.4,6897,1716,-3.24,0.038953635757404
-4.5,2.4,6897,1716,-3.168,0.0442871476009305
-4.5,2.4,6897,1716,-3.096,0.0381442931131231
-4.5,2.4,6897,1716,-3.024,0.0266320005097724
-4.5,2.4,6897,1716,-2.952,0.0223816239634747
-4.5,2.4,6897,1716,-2.88,0.0254492781424349
-4.5,2.4,6897,1716,-2.808,0.0292752551640862
-4.5,2.4,6897,1716,-2.736,0.0245923482509763
-4.5,2.4,6897,1716,-2.664,0.0177864195612296
-4.5,2.4,6897,1716,-2.592,0.0321585187156456
-4.5,2.4,6897,1716,-2.52,0.0477805122737074
-4.5,2.4,6897,1716,-2.448,0.0481876212121325
-4.5,2.4,6897,1716,-2.376,0.0406653019818783
-4.5,2.4,6897,1716,-2.304,0.0312760238644799
-4.5,2.4,6897,1716,-2.232,0.0238570941679271
-4.5,2.4,6897,1716,-2.16,0.0279515124955234
-4.5,2.4,6897,1716,-2.088,0.0284073514227729
-4.5,2.4,6897,1716,-2.016,0.0164335635284951
-4.5,2.4,6897,1716,-1.944,0.0110559375590302
-4.5,2.4,6897,1716,-1.872,0.0165473382766128
-4.5,2.4,6897,1716,-1.8,0.0191816347859001
-4.5,2.4,6897,1716,-1.728,0.0154853778689107
-4.5,2.4,6897,1716,-1.656,0.0145034673418289
-4.5,2.4,6897,1716,-1.584,0.0186323216577398
-4.5,2.4,6897,1716,-1.512,0.0375902070271088
-4.5,2.4,6897,1716,-1.44,0.039776079721197
-4.5,2.4,6897,1716,-1.368,0.0209194210671085
-4.5,2.4,6897,1716,-1.296,0.0552941730787043
-4.5,2.4,6897,1716,-1.224,0.0660950013936995
-4.5,2.4,6897,1716,-1.152,0.0293951548339925
-4.5,2.4,6897,1716,-1.08,0.0288633155800755
-4.5,2.4,6897,1716,-1.008,0.0427810428964739
-4.5,2.4,6897,1716,-0.936,0.0379356997448194
-4.5,2.4,6897,1716,-0.864,0.0778446026542706
-4.5,2.4,6897,1716,-0.792,0.0519250097542825
-4.5,2.4,6897,1716,-0.72,0.0338119549322629
-4.5,2.4,6897,1716,-0.648,0.0293530502684721
-4.5,2.4,6897,1716,-0.576,0.0780763257639798
-4.5,2.4,6897,1716,-0.504,0.0743031274593126
-4.5,2.4,6897,1716,-0.432,0.117439004520893
-4.5,2.4,6897,1716,-0.36,0.085724167148406
-4.5,2.4,6897,1716,-0.288,0.0840853693975581
-4.5,2.4,6897,1716,-0.216,0.0867120476138851
-4.5,2.4,6897,1716,-0.144,0.0865858901690195
-4.5,2.4,6897,1716,-0.0719999999999996,0.0972907547910155
-4.5,2.4,6897,1716,0,0.0675470487579181
-4.5,2.4,6897,1716,0.0720000000000005,0.0777982035360789
-4.5,2.4,6897,1716,0.144000000000001,0.0920011978974925
-4.5,2.4,6897,1716,0.216,0.098887520602045
-4.5,2.4,6897,1716,0.288,0.130869993662652
-4.5,2.4,6897,1716,0.36,0.115916658501564
-4.5,2.4,6897,1716,0.432,0.10740355729764
-4.5,2.4,6897,1716,0.504,0.153429167781208
-4.5,2.4,6897,1716,0.576,0.152188367555562
-4.5,2.4,6897,1716,0.648,0.0813732358176275
-4.5,2.4,6897,1716,0.72,0.127549345514429
-4.5,2.4,6897,1716,0.792,0.105766286215306
-4.5,2.4,6897,1716,0.864,0.121279314935562
-4.5,2.4,6897,1716,0.936,0.141052072787332
-4.5,2.4,6897,1716,1.008,0.0817937936599489
-4.5,2.4,6897,1716,1.08,0.270230206586521
-4.5,2.4,6897,1716,1.152,0.185620191832776
-4.5,2.4,6897,1716,1.224,0.333346940832747
-4.5,2.4,6897,1716,1.296,0.243027201356272
-4.5,2.4,6897,1716,1.368,0.266079279960762
-4.5,2.4,6897,1716,1.44,0.39495606776035
-4.5,2.4,6897,1716,1.512,0.471955226684218
-4.5,2.4,6897,1716,1.584,0.345727849765002
-4.5,2.4,6897,1716,1.656,0.320657467899113
-4.5,2.4,6897,1716,1.728,0.353418733513033
-4.5,2.4,6897,1716,1.8,0.575430287170482
-4.5,2.4,6897,1716,1.872,0.707438495262531
-4.5,2.4,6897,1716,1.944,0.601256380860083
-4.5,2.4,6897,1716,2.016,0.536909148712612
-4.5,2.4,6897,1716,2.088,0.512112237997061
-4.5,2.4,6897,1716,2.16,0.608688754240114
-4.5,2.4,6897,1716,2.232,0.596305285063833
-4.5,2.4,6897,1716,2.304,0.566246127672935
-4.5,2.4,6897,1716,2.376,0.566171898997446
-4.5,2.4,6897,1716,2.448,0.833783719011543
-4.5,2.4,6897,1716,2.52,0.689666992756559
-4.5,2.4,6897,1716,2.592,0.239801575559747
-4.5,2.4,6897,1716,2.664,0.483904927411526
-4.5,2.4,6897,1716,2.736,0.698860510101784
-4.5,2.4,6897,1716,2.808,0.747532104376964
-4.5,2.4,6897,1716,2.88,0.492764039832098
-4.5,2.4,6897,1716,2.952,0.554592013259691
-4.5,2.4,6897,1716,3.024,0.304116215931707
-4.5,2.4,6897,1716,3.096,0.696388927403561
-4.5,2.4,6897,1716,3.168,1
-4.5,2.4,6897,1716,3.24,0.853901947812591
-4.5,2.4,6897,1716,3.312,0.395672066458489
-4.5,2.4,6897,1716,3.384,0.562869265624145
-4.5,2.4,6897,1716,3.456,0.801398194343009
-4.5,2.4,6897,1716,3.528,0.839068412354648
-4.5,2.4,6897,1716,3.6,0.464886019161736
-4.41,2.4,6897,1716,-3.6,0.0506243011028017
-4.41,2.4,6897,1716,-3.528,0.0537082588952074
-4.41,2.4,6897,1716,-3.456,0.059788166690374
-4.41,2.4,6897,1716,-3.384,0.0661378544534683
-4.41,2.4,6897,1716,-3.312,0.065839713598026
-4.41,2.4,6897,1716,-3.24,0.0604391061641412
-4.41,2.4,6897,1716,-3.168,0.055976352712603
-4.41,2.4,6897,1716,-3.096,0.0642221821217707
-4.41,2.4,6897,1716,-3.024,0.0675436149511943
-4.41,2.4,6897,1716,-2.952,0.0591943268093298
-4.41,2.4,6897,1716,-2.88,0.0484780854886357
-4.41,2.4,6897,1716,-2.808,0.0431429772832666
-4.41,2.4,6897,1716,-2.736,0.0490207315783332
-4.41,2.4,6897,1716,-2.664,0.052599436172673
-4.41,2.4,6897,1716,-2.592,0.0421676215402598
-4.41,2.4,6897,1716,-2.52,0.032113598318787
-4.41,2.4,6897,1716,-2.448,0.053090345587647
-4.41,2.4,6897,1716,-2.376,0.0691438545475733
-4.41,2.4,6897,1716,-2.304,0.0712517688653347
-4.41,2.4,6897,1716,-2.232,0.0628505422381433
-4.41,2.4,6897,1716,-2.16,0.0479719475741636
-4.41,2.4,6897,1716,-2.088,0.0517692865053156
-4.41,2.4,6897,1716,-2.016,0.064107757385987
-4.41,2.4,6897,1716,-1.944,0.0524115200247482
-4.41,2.4,6897,1716,-1.872,0.0331217367782305
-4.41,2.4,6897,1716,-1.8,0.0292211060512165
-4.41,2.4,6897,1716,-1.728,0.0376203820705628
-4.41,2.4,6897,1716,-1.656,0.0376213862162767
-4.41,2.4,6897,1716,-1.584,0.0472063168369642
-4.41,2.4,6897,1716,-1.512,0.0456108232567447
-4.41,2.4,6897,1716,-1.44,0.0134662448315313
-4.41,2.4,6897,1716,-1.368,0.0380950766540047
-4.41,2.4,6897,1716,-1.296,0.0240864393272707
-4.41,2.4,6897,1716,-1.224,0.0500925757272002
-4.41,2.4,6897,1716,-1.152,0.0940645143574892
-4.41,2.4,6897,1716,-1.08,0.0747990121755002
-4.41,2.4,6897,1716,-1.008,0.0352306584099343
-4.41,2.4,6897,1716,-0.936,0.0562574613787513
-4.41,2.4,6897,1716,-0.864,0.0322818093798557
-4.41,2.4,6897,1716,-0.792,0.0994052106179064
-4.41,2.4,6897,1716,-0.72,0.091494859822405
-4.41,2.4,6897,1716,-0.648,0.0670192475459054
-4.41,2.4,6897,1716,-0.576,0.0492808523985884
-4.41,2.4,6897,1716,-0.504,0.0487847470967367
-4.41,2.4,6897,1716,-0.432,0.0334766390973176
-4.41,2.4,6897,1716,-0.36,0.0820456491267594
-4.41,2.4,6897,1716,-0.288,0.0735881656751227
-4.41,2.4,6897,1716,-0.216,0.0567188685882321
-4.41,2.4,6897,1716,-0.144,0.063701257453046
-4.41,2.4,6897,1716,-0.0719999999999996,0.0757769790498415
-4.41,2.4,6897,1716,0,0.0537805879401533
-4.41,2.4,6897,1716,0.0720000000000005,0.0383743782207023
-4.41,2.4,6897,1716,0.144000000000001,0.093478417765182
-4.41,2.4,6897,1716,0.216,0.119655655401423
-4.41,2.4,6897,1716,0.288,0.111250591701849
-4.41,2.4,6897,1716,0.36,0.150669967292285
-4.41,2.4,6897,1716,0.432,0.132143335800125
-4.41,2.4,6897,1716,0.504,0.0925779619774755
-4.41,2.4,6897,1716,0.576,0.159609583663902
-4.41,2.4,6897,1716,0.648,0.175096580775726
-4.41,2.4,6897,1716,0.72,0.0610303866239916
-4.41,2.4,6897,1716,0.792,0.118143980971126
-4.41,2.4,6897,1716,0.864,0.0754660163929093
-4.41,2.4,6897,1716,0.936,0.139665926819074
-4.41,2.4,6897,1716,1.008,0.12986286819687
-4.41,2.4,6897,1716,1.08,0.237656272555064
-4.41,2.4,6897,1716,1.152,0.0981665261261024
-4.41,2.4,6897,1716,1.224,0.121339203665406
-4.41,2.4,6897,1716,1.296,0.257167391737808
-4.41,2.4,6897,1716,1.368,0.249348415033772
-4.41,2.4,6897,1716,1.44,0.385736006816341
-4.41,2.4,6897,1716,1.512,0.285694921749531
-4.41,2.4,6897,1716,1.584,0.467349231455078
-4.41,2.4,6897,1716,1.656,0.377586745372983
-4.41,2.4,6897,1716,1.728,0.322051989466375
-4.41,2.4,6897,1716,1.8,0.47579448036258
-4.41,2.4,6897,1716,1.872,0.633807649113872
-4.41,2.4,6897,1716,1.944,0.698633159495311
-4.41,2.4,6897,1716,2.016,0.473628784042609
-4.41,2.4,6897,1716,2.088,0.471049474300929
-4.41,2.4,6897,1716,2.16,0.699570925896551
-4.41,2.4,6897,1716,2.232,0.580344687179511
-4.41,2.4,6897,1716,2.304,0.487092155421707
-4.41,2.4,6897,1716,2.376,0.79727642952861
-4.41,2.4,6897,1716,2.448,0.849272103857897
-4.41,2.4,6897,1716,2.52,0.656100523337643
-4.41,2.4,6897,1716,2.592,0.328234721488971
-4.41,2.4,6897,1716,2.664,0.597358539741122
-4.41,2.4,6897,1716,2.736,0.783099313093177
