"_v [meter]","Freq [GHz]","x_coord [mm]","y_coord [mm]","_u []","NearETotal/max(NearETotal) []"
-4.5,2.4,1657,8584,-3.6,0.174333836688708
-4.5,2.4,1657,8584,-3.528,0.256719370785539
-4.5,2.4,1657,8584,-3.456,0.196394972213456
-4.5,2.4,1657,8584,-3.384,0.207085702297016
-4.5,2.4,1657,8584,-3.312,0.0802088363117842
-4.5,2.4,1657,8584,-3.24,0.189849816657675
-4.5,2.4,1657,8584,-3.168,0.171436841100444
-4.5,2.4,1657,8584,-3.096,0.240317467337735
-4.5,2.4,1657,8584,-3.024,0.0664278033776609
-4.5,2.4,1657,8584,-2.952,0.251195616125467
-4.5,2.4,1657,8584,-2.88,0.193749274671747
-4.5,2.4,1657,8584,-2.808,0.318006297560699
-4.5,2.4,1657,8584,-2.736,0.201283363763159
-4.5,2.4,1657,8584,-2.664,0.306500297011587
-4.5,2.4,1657,8584,-2.592,0.124385367230843
-4.5,2.4,1657,8584,-2.52,0.14027639377031
-4.5,2.4,1657,8584,-2.448,0.237091052074138
-4.5,2.4,1657,8584,-2.376,0.106543618663443
-4.5,2.4,1657,8584,-2.304,0.137117444070304
-4.5,2.4,1657,8584,-2.232,0.243580172572417
-4.5,2.4,1657,8584,-2.16,0.322674746809159
-4.5,2.4,1657,8584,-2.088,0.231796437382662
-4.5,2.4,1657,8584,-2.016,0.271826930862432
-4.5,2.4,1657,8584,-1.944,0.238665426386893
-4.5,2.4,1657,8584,-1.872,0.185711596487172
-4.5,2.4,1657,8584,-1.8,0.24300073159764
-4.5,2.4,1657,8584,-1.728,0.233471530363663
-4.5,2.4,1657,8584,-1.656,0.2629089231592
-4.5,2.4,1657,8584,-1.584,0.0950966638048528
-4.5,2.4,1657,8584,-1.512,0.0981168506559766
-4.5,2.4,1657,8584,-1.44,0.271803936069147
-4.5,2.4,1657,8584,-1.368,0.274252374545168
-4.5,2.4,1657,8584,-1.296,0.130110088088892
-4.5,2.4,1657,8584,-1.224,0.1902305499915
-4.5,2.4,1657,8584,-1.152,0.295812861996297
-4.5,2.4,1657,8584,-1.08,0.203428606162697
-4.5,2.4,1657,8584,-1.008,0.414296620597193
-4.5,2.4,1657,8584,-0.936,0.529863306721785
-4.5,2.4,1657,8584,-0.864,0.681790270814899
-4.5,2.4,1657,8584,-0.792,1
-4.5,2.4,1657,8584,-0.72,0.7020205110323
-4.5,2.4,1657,8584,-0.648,0.43671751249376
-4.5,2.4,1657,8584,-0.576,0.414726752892504
-4.5,2.4,1657,8584,-0.504,0.438925138410872
-4.5,2.4,1657,8584,-0.432,0.246419200796659
-4.5,2.4,1657,8584,-0.36,0.25604731970248
-4.5,2.4,1657,8584,-0.288,0.350557079231838
-4.5,2.4,1657,8584,-0.216,0.196726844425555
-4.5,2.4,1657,8584,-0.144,0.0620589126030151
-4.5,2.4,1657,8584,-0.0719999999999996,0.0788312355048625
-4.5,2.4,1657,8584,0,0.102174466182168
-4.5,2.4,1657,8584,0.0720000000000005,0.105669100076781
-4.5,2.4,1657,8584,0.144000000000001,0.142108715814002
-4.5,2.4,1657,8584,0.216,0.195972160572387
-4.5,2.4,1657,8584,0.288,0.244224882883496
-4.5,2.4,1657,8584,0.36,0.300714598869038
-4.5,2.4,1657,8584,0.432,0.226481679407498
-4.5,2.4,1657,8584,0.504,0.150720244361219
-4.5,2.4,1657,8584,0.576,0.195317238094041
-4.5,2.4,1657,8584,0.648,0.278268756430365
-4.5,2.4,1657,8584,0.72,0.343819766360482
-4.5,2.4,1657,8584,0.792,0.414185239301083
-4.5,2.4,1657,8584,0.864,0.145541051105233
-4.5,2.4,1657,8584,0.936,0.0993576779638541
-4.5,2.4,1657,8584,1.008,0.153919480871283
-4.5,2.4,1657,8584,1.08,0.236609144827244
-4.5,2.4,1657,8584,1.152,0.252315348092824
