"_v [meter]","Freq [GHz]","x_coord [mm]","y_coord [mm]","_u []","NearETotal/max(NearETotal) []"
-4.5,2.4,5978,1955,-3.6,0.116224612589075
-4.5,2.4,5978,1955,-3.528,0.127859226878236
-4.5,2.4,5978,1955,-3.456,0.136338417068674
-4.5,2.4,5978,1955,-3.384,0.13732280803387
-4.5,2.4,5978,1955,-3.312,0.134057426290848
-4.5,2.4,5978,1955,-3.24,0.125560512584242
-4.5,2.4,5978,1955,-3.168,0.117577974007387
-4.5,2.4,5978,1955,-3.096,0.114801654071244
-4.5,2.4,5978,1955,-3.024,0.111004829125409
-4.5,2.4,5978,1955,-2.952,0.105779969606372
-4.5,2.4,5978,1955,-2.88,0.0955220779364657
-4.5,2.4,5978,1955,-2.808,0.096950923110452
-4.5,2.4,5978,1955,-2.736,0.100857412649154
-4.5,2.4,5978,1955,-2.664,0.103520738499739
-4.5,2.4,5978,1955,-2.592,0.100109445103498
-4.5,2.4,5978,1955,-2.52,0.0917767314853325
-4.5,2.4,5978,1955,-2.448,0.0805725211146307
-4.5,2.4,5978,1955,-2.376,0.0669437897259703
-4.5,2.4,5978,1955,-2.304,0.0647446941417632
-4.5,2.4,5978,1955,-2.232,0.0733864442802527
-4.5,2.4,5978,1955,-2.16,0.0794375334569114
-4.5,2.4,5978,1955,-2.088,0.0777972811668507
-4.5,2.4,5978,1955,-2.016,0.0759034837098995
-4.5,2.4,5978,1955,-1.944,0.0758378327490001
-4.5,2.4,5978,1955,-1.872,0.0812683555409329
-4.5,2.4,5978,1955,-1.8,0.0863651379146594
-4.5,2.4,5978,1955,-1.728,0.0946075274460089
-4.5,2.4,5978,1955,-1.656,0.109119738152471
-4.5,2.4,5978,1955,-1.584,0.119313844925
-4.5,2.4,5978,1955,-1.512,0.122380070480971
-4.5,2.4,5978,1955,-1.44,0.121689057607058
-4.5,2.4,5978,1955,-1.368,0.122080184796705
-4.5,2.4,5978,1955,-1.296,0.136206640671102
-4.5,2.4,5978,1955,-1.224,0.155782403505819
-4.5,2.4,5978,1955,-1.152,0.164342221721546
-4.5,2.4,5978,1955,-1.08,0.152794789011449
-4.5,2.4,5978,1955,-1.008,0.133734557199743
-4.5,2.4,5978,1955,-0.936,0.138348824691043
-4.5,2.4,5978,1955,-0.864,0.141029114403662
-4.5,2.4,5978,1955,-0.792,0.123501917073585
-4.5,2.4,5978,1955,-0.72,0.0969124142278986
-4.5,2.4,5978,1955,-0.648,0.0874654172656874
-4.5,2.4,5978,1955,-0.576,0.103791333439205
-4.5,2.4,5978,1955,-0.504,0.0928742054661372
-4.5,2.4,5978,1955,-0.432,0.0778845058047017
-4.5,2.4,5978,1955,-0.36,0.0711469648346771
-4.5,2.4,5978,1955,-0.288,0.0853854819860454
-4.5,2.4,5978,1955,-0.216,0.0926126018941107
-4.5,2.4,5978,1955,-0.144,0.097829482660606
-4.5,2.4,5978,1955,-0.0719999999999996,0.0941726201858515
-4.5,2.4,5978,1955,0,0.100810393524436
-4.5,2.4,5978,1955,0.0720000000000005,0.138746286517972
-4.5,2.4,5978,1955,0.144000000000001,0.149813121172346
-4.5,2.4,5978,1955,0.216,0.104646230987941
