"_v [meter]","Freq [GHz]","x_coord [mm]","y_coord [mm]","_u []","NearETotal/max(NearETotal) []"
-4.5,2.4,3607,4273,-3.6,0.164826697890718
-4.5,2.4,3607,4273,-3.528,0.232741280331572
-4.5,2.4,3607,4273,-3.456,0.125425039223968
-4.5,2.4,3607,4273,-3.384,0.177433831133452
-4.5,2.4,3607,4273,-3.312,0.340749895787129
-4.5,2.4,3607,4273,-3.24,0.351527212522311
-4.5,2.4,3607,4273,-3.168,0.260261360952379
-4.5,2.4,3607,4273,-3.096,0.437159301763734
-4.5,2.4,3607,4273,-3.024,0.831296309459014
-4.5,2.4,3607,4273,-2.952,0.473658820807239
-4.5,2.4,3607,4273,-2.88,0.200335893916142
-4.5,2.4,3607,4273,-2.808,0.55474193758305
-4.5,2.4,3607,4273,-2.736,0.697401622036084
-4.5,2.4,3607,4273,-2.664,0.353522550878605
-4.5,2.4,3607,4273,-2.592,0.401638035513642
-4.5,2.4,3607,4273,-2.52,0.6435191062841
-4.5,2.4,3607,4273,-2.448,0.374465016037608
-4.5,2.4,3607,4273,-2.376,0.319352621926248
-4.5,2.4,3607,4273,-2.304,0.792047594675816
-4.5,2.4,3607,4273,-2.232,0.578961340955373
-4.5,2.4,3607,4273,-2.16,0.364951084976969
-4.5,2.4,3607,4273,-2.088,1
-4.5,2.4,3607,4273,-2.016,0.73338508170851
-4.5,2.4,3607,4273,-1.944,0.231799687231474
-4.5,2.4,3607,4273,-1.872,0.627677108713064
-4.5,2.4,3607,4273,-1.8,0.410799528728012
-4.5,2.4,3607,4273,-1.728,0.491091385996951
-4.5,2.4,3607,4273,-1.656,0.548427585252441
-4.5,2.4,3607,4273,-1.584,0.211945953060559
-4.5,2.4,3607,4273,-1.512,0.384682830486374
-4.5,2.4,3607,4273,-1.44,0.688865848691566
-4.5,2.4,3607,4273,-1.368,0.304121571775305
-4.5,2.4,3607,4273,-1.296,0.573814357942351
-4.5,2.4,3607,4273,-1.224,0.545518544823358
-4.5,2.4,3607,4273,-1.152,0.290741843985351
-4.5,2.4,3607,4273,-1.08,0.804906363572868
-4.5,2.4,3607,4273,-1.008,0.273772226186306
-4.5,2.4,3607,4273,-0.936,0.655821505645862
-4.5,2.4,3607,4273,-0.864,0.466835664878996
-4.5,2.4,3607,4273,-0.792,0.303911117112479
-4.5,2.4,3607,4273,-0.72,0.541423001428276
-4.5,2.4,3607,4273,-0.648,0.440880236078138
-4.5,2.4,3607,4273,-0.576,0.472070156222703
-4.5,2.4,3607,4273,-0.504,0.716817266085459
-4.5,2.4,3607,4273,-0.432,0.261164920583157
-4.5,2.4,3607,4273,-0.36,0.529537030739643
-4.5,2.4,3607,4273,-0.288,0.633895769983573
-4.5,2.4,3607,4273,-0.216,0.804707781770001
-4.5,2.4,3607,4273,-0.144,0.422937781365158
-4.5,2.4,3607,4273,-0.0719999999999996,0.384814462590066
-4.5,2.4,3607,4273,0,0.983041036020498
-4.5,2.4,3607,4273,0.0720000000000005,0.461493937938298
-4.5,2.4,3607,4273,0.144000000000001,0.165581603590597
-4.5,2.4,3607,4273,0.216,0.372700327352007
-4.5,2.4,3607,4273,0.288,0.665020191425744
-4.5,2.4,3607,4273,0.36,0.625950267401574
-4.5,2.4,3607,4273,0.432,0.394188681915974
-4.5,2.4,3607,4273,0.504,0.369205368748153
-4.5,2.4,3607,4273,0.576,0.299848733369343
-4.5,2.4,3607,4273,0.648,0.356062864883729
-4.5,2.4,3607,4273,0.72,0.126444934854225
-4.5,2.4,3607,4273,0.792,0.309114819338049
-4.5,2.4,3607,4273,0.864,0.084130895544254
-4.5,2.4,3607,4273,0.936,0.137397648563872
-4.5,2.4,3607,4273,1.008,0.121910393161626
-4.5,2.4,3607,4273,1.08,0.113287810760461
-4.5,2.4,3607,4273,1.152,0.338069857212281
-4.5,2.4,3607,4273,1.224,0.193016964103475
-4.5,2.4,3607,4273,1.296,0.0959393524221949
-4.5,2.4,3607,4273,1.368,0.144798066580882
-4.5,2.4,3607,4273,1.44,0.183567025799216
-4.5,2.4,3607,4273,1.512,0.237827376258503
-4.5,2.4,3607,4273,1.584,0.218092843009514
-4.5,2.4,3607,4273,1.656,0.143331572655459
-4.5,2.4,3607,4273,1.728,0.267575682234307
-4.5,2.4,3607,4273,1.8,0.215649798781923
-4.5,2.4,3607,4273,1.872,0.202907223806073
-4.5,2.4,3607,4273,1.944,0.320903531753451
-4.5,2.4,3607,4273,2.016,0.275842943333365
-4.5,2.4,3607,4273,2.088,0.294880263601029
-4.5,2.4,3607,4273,2.16,0.367383969267695
-4.5,2.4,3607,4273,2.232,0.256599234869768
-4.5,2.4,3607,4273,2.304,0.133278244509506
-4.5,2.4,3607,4273,2.376,0.213160266270614
-4.5,2.4,3607,4273,2.448,0.199949991397062
-4.5,2.4,3607,4273,2.52,0.190980655654187
-4.5,2.4,3607,4273,2.592,0.166917314362079
-4.5,2.4,3607,4273,2.664,0.18469117590041
-4.5,2.4,3607,4273,2.736,0.185838654403636
-4.5,2.4,3607,4273,2.808,0.203119800594364
-4.5,2.4,3607,4273,2.88,0.0891796497235559
-4.5,2.4,3607,4273,2.952,0.135727756086666
-4.5,2.4,3607,4273,3.024,0.184311450091198
-4.5,2.4,3607,4273,3.096,0.162999371062394
-4.5,2.4,3607,4273,3.168,0.11008140833052
-4.5,2.4,3607,4273,3.24,0.162306176284815
-4.5,2.4,3607,4273,3.312,0.26227044602724
-4.5,2.4,3607,4273,3.384,0.227604105407227
-4.5,2.4,3607,4273,3.456,0.310261825765203
-4.5,2.4,3607,4273,3.528,0.299404966643655
-4.5,2.4,3607,4273,3.6,0.293912778130037
-4.41,2.4,3607,4273,-3.6,0.174597176246597
-4.41,2.4,3607,4273,-3.528,0.389219637929106
-4.41,2.4,3607,4273,-3.456,0.261075306940167
-4.41,2.4,3607,4273,-3.384,0.220731252255907
-4.41,2.4,3607,4273,-3.312,0.568470155071502
-4.41,2.4,3607,4273,-3.24,0.363340123807227
-4.41,2.4,3607,4273,-3.168,0.183945929569378
-4.41,2.4,3607,4273,-3.096,0.284540244405629
-4.41,2.4,3607,4273,-3.024,0.535383431722615
-4.41,2.4,3607,4273,-2.952,0.577254572757862
-4.41,2.4,3607,4273,-2.88,0.286554686260708
-4.41,2.4,3607,4273,-2.808,0.316938502153789
-4.41,2.4,3607,4273,-2.736,0.751105170818422
-4.41,2.4,3607,4273,-2.664,0.601074476695521
-4.41,2.4,3607,4273,-2.592,0.425159380924794
-4.41,2.4,3607,4273,-2.52,0.960258644118554
-4.41,2.4,3607,4273,-2.448,0.700437913596212
-4.41,2.4,3607,4273,-2.376,0.227303927164401
-4.41,2.4,3607,4273,-2.304,0.846316712942672
-4.41,2.4,3607,4273,-2.232,1
-4.41,2.4,3607,4273,-2.16,0.27351068155363
-4.41,2.4,3607,4273,-2.088,0.846640827677263
-4.41,2.4,3607,4273,-2.016,0.789638296263439
