"_v [meter]","Freq [GHz]","x_coord [mm]","y_coord [mm]","_u []","NearETotal/max(NearETotal) []"
-4.5,2.4,2526,8765,-3.6,0.286769015711709
-4.5,2.4,2526,8765,-3.528,0.243880755564625
-4.5,2.4,2526,8765,-3.456,0.187659686900017
-4.5,2.4,2526,8765,-3.384,0.403475961685955
-4.5,2.4,2526,8765,-3.312,0.419862829679566
-4.5,2.4,2526,8765,-3.24,0.590428538259865
-4.5,2.4,2526,8765,-3.168,0.466462194511772
-4.5,2.4,2526,8765,-3.096,0.385183726822914
-4.5,2.4,2526,8765,-3.024,0.681620381322158
-4.5,2.4,2526,8765,-2.952,0.444863492229251
-4.5,2.4,2526,8765,-2.88,0.504933762608489
-4.5,2.4,2526,8765,-2.808,0.371180925398952
-4.5,2.4,2526,8765,-2.736,0.228161633337161
-4.5,2.4,2526,8765,-2.664,0.330799443641612
-4.5,2.4,2526,8765,-2.592,0.268348527139666
-4.5,2.4,2526,8765,-2.52,0.592733181843583
-4.5,2.4,2526,8765,-2.448,0.802865816218005
-4.5,2.4,2526,8765,-2.376,0.698755066080775
-4.5,2.4,2526,8765,-2.304,0.728034402543933
-4.5,2.4,2526,8765,-2.232,0.820175333752222
-4.5,2.4,2526,8765,-2.16,0.437676967057659
-4.5,2.4,2526,8765,-2.088,0.39358530343411
-4.5,2.4,2526,8765,-2.016,0.482057961862284
-4.5,2.4,2526,8765,-1.944,0.753017310506078
-4.5,2.4,2526,8765,-1.872,0.895109521316956
-4.5,2.4,2526,8765,-1.8,0.407027234889081
-4.5,2.4,2526,8765,-1.728,0.525416483247762
-4.5,2.4,2526,8765,-1.656,0.34723219146457
-4.5,2.4,2526,8765,-1.584,0.339389514089199
-4.5,2.4,2526,8765,-1.512,0.600760168773185
-4.5,2.4,2526,8765,-1.44,0.582696419813162
-4.5,2.4,2526,8765,-1.368,0.584504219673248
-4.5,2.4,2526,8765,-1.296,0.812164705001264
-4.5,2.4,2526,8765,-1.224,0.705267164564638
-4.5,2.4,2526,8765,-1.152,0.857999719110483
-4.5,2.4,2526,8765,-1.08,1
-4.5,2.4,2526,8765,-1.008,0.680189465952488
-4.5,2.4,2526,8765,-0.936,0.992851657156437
-4.5,2.4,2526,8765,-0.864,0.681793928401677
-4.5,2.4,2526,8765,-0.792,0.398638855630762
-4.5,2.4,2526,8765,-0.72,0.318461522066325
-4.5,2.4,2526,8765,-0.648,0.202712460676469
-4.5,2.4,2526,8765,-0.576,0.541094118696923
-4.5,2.4,2526,8765,-0.504,0.282083759900165
-4.5,2.4,2526,8765,-0.432,0.623860176757846
-4.5,2.4,2526,8765,-0.36,0.315945250739089
-4.5,2.4,2526,8765,-0.288,0.425324981406805
-4.5,2.4,2526,8765,-0.216,0.138849065191105
-4.5,2.4,2526,8765,-0.144,0.375895244377102
-4.5,2.4,2526,8765,-0.0719999999999996,0.13771741898451
-4.5,2.4,2526,8765,0,0.474721582346503
-4.5,2.4,2526,8765,0.0720000000000005,0.137424588371671
-4.5,2.4,2526,8765,0.144000000000001,0.339643665077724
-4.5,2.4,2526,8765,0.216,0.285667172475763
-4.5,2.4,2526,8765,0.288,0.544788567348252
-4.5,2.4,2526,8765,0.36,0.374623801468736
-4.5,2.4,2526,8765,0.432,0.495768521575107
-4.5,2.4,2526,8765,0.504,0.40295759815557
-4.5,2.4,2526,8765,0.576,0.298336182625996
-4.5,2.4,2526,8765,0.648,0.479944071796748
-4.5,2.4,2526,8765,0.72,0.501307615623108
-4.5,2.4,2526,8765,0.792,0.265268122524793
-4.5,2.4,2526,8765,0.864,0.299356024509556
-4.5,2.4,2526,8765,0.936,0.43553121320937
-4.5,2.4,2526,8765,1.008,0.237014980820344
-4.5,2.4,2526,8765,1.08,0.384693525493834
-4.5,2.4,2526,8765,1.152,0.308377559130303
-4.5,2.4,2526,8765,1.224,0.295120893082756
-4.5,2.4,2526,8765,1.296,0.228470197142673
-4.5,2.4,2526,8765,1.368,0.185686461501323
-4.5,2.4,2526,8765,1.44,0.372233755977858
-4.5,2.4,2526,8765,1.512,0.531441642190709
-4.5,2.4,2526,8765,1.584,0.47667834013151
-4.5,2.4,2526,8765,1.656,0.282363010409322
-4.5,2.4,2526,8765,1.728,0.361304453219893
-4.5,2.4,2526,8765,1.8,0.218047726101526
-4.5,2.4,2526,8765,1.872,0.234326916353215
-4.5,2.4,2526,8765,1.944,0.344563867619858
-4.5,2.4,2526,8765,2.016,0.363259373544319
-4.5,2.4,2526,8765,2.088,0.595792738463096
-4.5,2.4,2526,8765,2.16,0.548648287507133
-4.5,2.4,2526,8765,2.232,0.307818103034915
-4.5,2.4,2526,8765,2.304,0.515655999305102
-4.5,2.4,2526,8765,2.376,0.594779602637546
-4.5,2.4,2526,8765,2.448,0.575413002515262
-4.5,2.4,2526,8765,2.52,0.665946971413453
-4.5,2.4,2526,8765,2.592,0.65305527317576
-4.5,2.4,2526,8765,2.664,0.630633996452286
-4.5,2.4,2526,8765,2.736,0.643563578456405
-4.5,2.4,2526,8765,2.808,0.528266144112783
-4.5,2.4,2526,8765,2.88,0.442593450088016
-4.5,2.4,2526,8765,2.952,0.426207977326465
-4.5,2.4,2526,8765,3.024,0.406866654934349
-4.5,2.4,2526,8765,3.096,0.624425262852167
-4.5,2.4,2526,8765,3.168,0.821014940275336
-4.5,2.4,2526,8765,3.24,0.819561964433489
-4.5,2.4,2526,8765,3.312,0.707258577076366
-4.5,2.4,2526,8765,3.384,0.592981933489506
-4.5,2.4,2526,8765,3.456,0.528194757276841
-4.5,2.4,2526,8765,3.528,0.583838735869624
-4.5,2.4,2526,8765,3.6,0.683122865160327
-4.41,2.4,2526,8765,-3.6,0.267823464455747
-4.41,2.4,2526,8765,-3.528,0.187279250746643
-4.41,2.4,2526,8765,-3.456,0.170534922627983
-4.41,2.4,2526,8765,-3.384,0.254131325794092
-4.41,2.4,2526,8765,-3.312,0.265862851931961
-4.41,2.4,2526,8765,-3.24,0.357892956806972
-4.41,2.4,2526,8765,-3.168,0.26746916092959
-4.41,2.4,2526,8765,-3.096,0.313943478371955
-4.41,2.4,2526,8765,-3.024,0.476965518382889
-4.41,2.4,2526,8765,-2.952,0.402465354218828
-4.41,2.4,2526,8765,-2.88,0.259001196035047
-4.41,2.4,2526,8765,-2.808,0.553106661218056
-4.41,2.4,2526,8765,-2.736,0.518091561667827
-4.41,2.4,2526,8765,-2.664,0.449569558748818
-4.41,2.4,2526,8765,-2.592,0.686808754023806
-4.41,2.4,2526,8765,-2.52,0.750486713547655
-4.41,2.4,2526,8765,-2.448,0.727173277327085
-4.41,2.4,2526,8765,-2.376,0.62511814310889
-4.41,2.4,2526,8765,-2.304,0.572362335657895
-4.41,2.4,2526,8765,-2.232,0.59290752919447
-4.41,2.4,2526,8765,-2.16,0.336420492324664
-4.41,2.4,2526,8765,-2.088,0.417871571104197
-4.41,2.4,2526,8765,-2.016,0.389949095703505
-4.41,2.4,2526,8765,-1.944,0.253442894700782
-4.41,2.4,2526,8765,-1.872,0.554638724685291
-4.41,2.4,2526,8765,-1.8,0.580078642457568
-4.41,2.4,2526,8765,-1.728,0.477398611658254
-4.41,2.4,2526,8765,-1.656,0.780166307508706
-4.41,2.4,2526,8765,-1.584,0.69681794768814
-4.41,2.4,2526,8765,-1.512,0.598243799798477
-4.41,2.4,2526,8765,-1.44,0.837317821575104
-4.41,2.4,2526,8765,-1.368,0.726818036381262
-4.41,2.4,2526,8765,-1.296,0.760992253308138
-4.41,2.4,2526,8765,-1.224,0.942280555717338
-4.41,2.4,2526,8765,-1.152,0.802152082629472
-4.41,2.4,2526,8765,-1.08,1
-4.41,2.4,2526,8765,-1.008,0.9233663065494
-4.41,2.4,2526,8765,-0.936,0.890531896387037
-4.41,2.4,2526,8765,-0.864,0.766067925192426
-4.41,2.4,2526,8765,-0.792,0.701283678441417
-4.41,2.4,2526,8765,-0.72,0.520993100063519
-4.41,2.4,2526,8765,-0.648,0.31776784024131
-4.41,2.4,2526,8765,-0.576,0.232971639804542
-4.41,2.4,2526,8765,-0.504,0.249956618628917
-4.41,2.4,2526,8765,-0.432,0.443578782009529
-4.41,2.4,2526,8765,-0.36,0.277504715815609
-4.41,2.4,2526,8765,-0.288,0.212886847429117
-4.41,2.4,2526,8765,-0.216,0.137818986695179
-4.41,2.4,2526,8765,-0.144,0.212466835872879
-4.41,2.4,2526,8765,-0.0719999999999996,0.204546373416258
-4.41,2.4,2526,8765,0,0.249096994421381
-4.41,2.4,2526,8765,0.0720000000000005,0.136286192737193
-4.41,2.4,2526,8765,0.144000000000001,0.239177716792509
-4.41,2.4,2526,8765,0.216,0.28046330507195
-4.41,2.4,2526,8765,0.288,0.323921806854516
-4.41,2.4,2526,8765,0.36,0.364698579027275
-4.41,2.4,2526,8765,0.432,0.271345527229954
-4.41,2.4,2526,8765,0.504,0.26678908229645
-4.41,2.4,2526,8765,0.576,0.271535645946058
-4.41,2.4,2526,8765,0.648,0.500538197204167
-4.41,2.4,2526,8765,0.72,0.130628893909936
-4.41,2.4,2526,8765,0.792,0.263246193224229
-4.41,2.4,2526,8765,0.864,0.216592370886912
-4.41,2.4,2526,8765,0.936,0.224457531795516
-4.41,2.4,2526,8765,1.008,0.213725662052092
-4.41,2.4,2526,8765,1.08,0.203385744303598
-4.41,2.4,2526,8765,1.152,0.243093178947031
-4.41,2.4,2526,8765,1.224,0.15350679288388
-4.41,2.4,2526,8765,1.296,0.133625105417316
-4.41,2.4,2526,8765,1.368,0.230881100373427
-4.41,2.4,2526,8765,1.44,0.404888599145863
-4.41,2.4,2526,8765,1.512,0.2995644807358
-4.41,2.4,2526,8765,1.584,0.293224309895644
-4.41,2.4,2526,8765,1.656,0.271439645998139
-4.41,2.4,2526,8765,1.728,0.138438924952296
-4.41,2.4,2526,8765,1.8,0.201872856533946
-4.41,2.4,2526,8765,1.872,0.145402387748408
-4.41,2.4,2526,8765,1.944,0.314022179233594
-4.41,2.4,2526,8765,2.016,0.415810062120135
-4.41,2.4,2526,8765,2.088,0.331621369324752
-4.41,2.4,2526,8765,2.16,0.293731458738355
-4.41,2.4,2526,8765,2.232,0.315088352141546
-4.41,2.4,2526,8765,2.304,0.37550318127327
-4.41,2.4,2526,8765,2.376,0.449426668404583
-4.41,2.4,2526,8765,2.448,0.425182093446219
-4.41,2.4,2526,8765,2.52,0.449360567527472
-4.41,2.4,2526,8765,2.592,0.492944908625849
-4.41,2.4,2526,8765,2.664,0.427549583503966
-4.41,2.4,2526,8765,2.736,0.386693849620365
-4.41,2.4,2526,8765,2.808,0.371346783715438
-4.41,2.4,2526,8765,2.88,0.264948635945109
-4.41,2.4,2526,8765,2.952,0.284091767084045
-4.41,2.4,2526,8765,3.024,0.444706333792303
-4.41,2.4,2526,8765,3.096,0.548862106695767
-4.41,2.4,2526,8765,3.168,0.581511991150139
-4.41,2.4,2526,8765,3.24,0.529693596996496
-4.41,2.4,2526,8765,3.312,0.418774227162973
-4.41,2.4,2526,8765,3.384,0.382398655625828
-4.41,2.4,2526,8765,3.456,0.436664832109806
-4.41,2.4,2526,8765,3.528,0.475581884907492
-4.41,2.4,2526,8765,3.6,0.494599729189812
-4.32,2.4,2526,8765,-3.6,0.250171701575877
-4.32,2.4,2526,8765,-3.528,0.22528060963122
-4.32,2.4,2526,8765,-3.456,0.233170024691508
-4.32,2.4,2526,8765,-3.384,0.218091172568208
-4.32,2.4,2526,8765,-3.312,0.305126709724102
-4.32,2.4,2526,8765,-3.24,0.324909665232821
-4.32,2.4,2526,8765,-3.168,0.280166990373356
-4.32,2.4,2526,8765,-3.096,0.254071163371498
-4.32,2.4,2526,8765,-3.024,0.50726774533472
-4.32,2.4,2526,8765,-2.952,0.693331473759069
-4.32,2.4,2526,8765,-2.88,0.377805177710243
-4.32,2.4,2526,8765,-2.808,0.220375360555041
-4.32,2.4,2526,8765,-2.736,0.453054502702369
-4.32,2.4,2526,8765,-2.664,0.511300909850955
-4.32,2.4,2526,8765,-2.592,0.595109482984031
-4.32,2.4,2526,8765,-2.52,0.87268418977536
-4.32,2.4,2526,8765,-2.448,0.912369896051599
-4.32,2.4,2526,8765,-2.376,0.739261475570945
-4.32,2.4,2526,8765,-2.304,0.774334989978459
-4.32,2.4,2526,8765,-2.232,0.819629038776907
-4.32,2.4,2526,8765,-2.16,0.515894321888134
-4.32,2.4,2526,8765,-2.088,0.487588814607178
-4.32,2.4,2526,8765,-2.016,0.666214066904334
-4.32,2.4,2526,8765,-1.944,0.520377168473537
-4.32,2.4,2526,8765,-1.872,0.587189817788483
