"_v [meter]","Freq [GHz]","x_coord [mm]","y_coord [mm]","_u []","NearETotal/max(NearETotal) []"
-4.5,2.4,4290,3863,-3.6,0.237446406789985
-4.5,2.4,4290,3863,-3.528,0.1003117440559
-4.5,2.4,4290,3863,-3.456,0.534776686320039
-4.5,2.4,4290,3863,-3.384,0.755470613046819
-4.5,2.4,4290,3863,-3.312,0.472942075665455
-4.5,2.4,4290,3863,-3.24,0.705521169981961
-4.5,2.4,4290,3863,-3.168,0.742139781082727
-4.5,2.4,4290,3863,-3.096,0.473918269686698
-4.5,2.4,4290,3863,-3.024,0.258782315425767
-4.5,2.4,4290,3863,-2.952,0.23680675070001
-4.5,2.4,4290,3863,-2.88,0.129205502395952
-4.5,2.4,4290,3863,-2.808,0.186499595096756
-4.5,2.4,4290,3863,-2.736,0.230978328283771
-4.5,2.4,4290,3863,-2.664,0.253922568518239
-4.5,2.4,4290,3863,-2.592,0.173804473663269
-4.5,2.4,4290,3863,-2.52,0.145165614881455
-4.5,2.4,4290,3863,-2.448,0.121455619928721
-4.5,2.4,4290,3863,-2.376,0.110182580174754
-4.5,2.4,4290,3863,-2.304,0.12769952089038
-4.5,2.4,4290,3863,-2.232,0.134525131791443
-4.5,2.4,4290,3863,-2.16,0.161297978468407
-4.5,2.4,4290,3863,-2.088,0.118928241479176
-4.5,2.4,4290,3863,-2.016,0.113217558841527
-4.5,2.4,4290,3863,-1.944,0.110262969866942
-4.5,2.4,4290,3863,-1.872,0.0788397572291631
-4.5,2.4,4290,3863,-1.8,0.0813603253387487
-4.5,2.4,4290,3863,-1.728,0.11399756939942
-4.5,2.4,4290,3863,-1.656,0.159134328676768
-4.5,2.4,4290,3863,-1.584,0.290159693875226
-4.5,2.4,4290,3863,-1.512,0.207376542900069
-4.5,2.4,4290,3863,-1.44,0.147232068323916
-4.5,2.4,4290,3863,-1.368,0.23565707428368
-4.5,2.4,4290,3863,-1.296,0.194030408776329
-4.5,2.4,4290,3863,-1.224,0.235085706870927
-4.5,2.4,4290,3863,-1.152,0.188901893337789
-4.5,2.4,4290,3863,-1.08,0.161192855409428
-4.5,2.4,4290,3863,-1.008,0.206908160090113
-4.5,2.4,4290,3863,-0.936,0.272609005830161
-4.5,2.4,4290,3863,-0.864,0.309075218729903
-4.5,2.4,4290,3863,-0.792,0.252139667490297
-4.5,2.4,4290,3863,-0.72,0.269249305304297
-4.5,2.4,4290,3863,-0.648,0.345002797183897
-4.5,2.4,4290,3863,-0.576,0.228252973929577
-4.5,2.4,4290,3863,-0.504,0.447345142380236
-4.5,2.4,4290,3863,-0.432,0.102157061979462
-4.5,2.4,4290,3863,-0.36,0.148584114487867
-4.5,2.4,4290,3863,-0.288,0.161418567921313
-4.5,2.4,4290,3863,-0.216,0.509515166470995
-4.5,2.4,4290,3863,-0.144,0.486660273612558
-4.5,2.4,4290,3863,-0.0719999999999996,0.486027116565984
-4.5,2.4,4290,3863,0,0.221581582958407
-4.5,2.4,4290,3863,0.0720000000000005,0.414355847903174
-4.5,2.4,4290,3863,0.144000000000001,0.74760716192116
-4.5,2.4,4290,3863,0.216,0.339506159205025
-4.5,2.4,4290,3863,0.288,0.47720376048529
-4.5,2.4,4290,3863,0.36,0.327640714329369
-4.5,2.4,4290,3863,0.432,0.595340913063959
-4.5,2.4,4290,3863,0.504,0.287163945443897
-4.5,2.4,4290,3863,0.576,0.598757833229421
-4.5,2.4,4290,3863,0.648,0.45810734590498
-4.5,2.4,4290,3863,0.72,0.597382987160129
-4.5,2.4,4290,3863,0.792,0.851936935491784
-4.5,2.4,4290,3863,0.864,0.216931968083659
-4.5,2.4,4290,3863,0.936,0.37959010301479
-4.5,2.4,4290,3863,1.008,0.440854127610499
-4.5,2.4,4290,3863,1.08,0.587997074549305
-4.5,2.4,4290,3863,1.152,0.568905414330718
-4.5,2.4,4290,3863,1.224,0.438562803110647
-4.5,2.4,4290,3863,1.296,0.741284665619496
-4.5,2.4,4290,3863,1.368,0.702564534031009
