"_v [meter]","Freq [GHz]","x_coord [mm]","y_coord [mm]","_u []","NearETotal/max(NearETotal) []"
-4.5,2.4,3036,1449,-3.6,0.189978021472514
-4.5,2.4,3036,1449,-3.528,0.0726417125754493
-4.5,2.4,3036,1449,-3.456,0.155212699922876
-4.5,2.4,3036,1449,-3.384,0.0883784566397202
-4.5,2.4,3036,1449,-3.312,0.223751624558524
-4.5,2.4,3036,1449,-3.24,0.127342910714595
-4.5,2.4,3036,1449,-3.168,0.188704306085995
-4.5,2.4,3036,1449,-3.096,0.159035325634784
-4.5,2.4,3036,1449,-3.024,0.34519244547257
-4.5,2.4,3036,1449,-2.952,0.34104346507997
-4.5,2.4,3036,1449,-2.88,0.377075767804756
-4.5,2.4,3036,1449,-2.808,0.399272908802379
-4.5,2.4,3036,1449,-2.736,0.286059662367122
-4.5,2.4,3036,1449,-2.664,0.314717335245573
-4.5,2.4,3036,1449,-2.592,0.29951459255821
-4.5,2.4,3036,1449,-2.52,0.48440398638813
-4.5,2.4,3036,1449,-2.448,0.779714874272947
-4.5,2.4,3036,1449,-2.376,0.719693966316702
-4.5,2.4,3036,1449,-2.304,0.663228617376669
-4.5,2.4,3036,1449,-2.232,0.772660205791643
-4.5,2.4,3036,1449,-2.16,0.724966295574555
-4.5,2.4,3036,1449,-2.088,0.706450965029775
-4.5,2.4,3036,1449,-2.016,0.830843618975771
-4.5,2.4,3036,1449,-1.944,0.865067529445714
-4.5,2.4,3036,1449,-1.872,0.945057867179035
-4.5,2.4,3036,1449,-1.8,1
-4.5,2.4,3036,1449,-1.728,0.825920459080548
-4.5,2.4,3036,1449,-1.656,0.802955639967839
-4.5,2.4,3036,1449,-1.584,0.737151059772712
-4.5,2.4,3036,1449,-1.512,0.749145758416675
-4.5,2.4,3036,1449,-1.44,0.880742221276524
-4.5,2.4,3036,1449,-1.368,0.651220186274221
-4.5,2.4,3036,1449,-1.296,0.729827323107442
-4.5,2.4,3036,1449,-1.224,0.662891166546656
-4.5,2.4,3036,1449,-1.152,0.520545817256837
-4.5,2.4,3036,1449,-1.08,0.374019896014768
-4.5,2.4,3036,1449,-1.008,0.39640171419249
-4.5,2.4,3036,1449,-0.936,0.286502194816722
-4.5,2.4,3036,1449,-0.864,0.409588238302681
-4.5,2.4,3036,1449,-0.792,0.146741066381718
-4.5,2.4,3036,1449,-0.72,0.325674295750306
-4.5,2.4,3036,1449,-0.648,0.196338876616834
-4.5,2.4,3036,1449,-0.576,0.126459609739325
-4.5,2.4,3036,1449,-0.504,0.124441885793885
-4.5,2.4,3036,1449,-0.432,0.162344841864404
-4.5,2.4,3036,1449,-0.36,0.153158697386477
-4.5,2.4,3036,1449,-0.288,0.121600630095129
-4.5,2.4,3036,1449,-0.216,0.118216403225636
-4.5,2.4,3036,1449,-0.144,0.115956982802857
-4.5,2.4,3036,1449,-0.0719999999999996,0.12854968459029
-4.5,2.4,3036,1449,0,0.15341147926491
-4.5,2.4,3036,1449,0.0720000000000005,0.170788530380864
-4.5,2.4,3036,1449,0.144000000000001,0.181365904469491
-4.5,2.4,3036,1449,0.216,0.192754705637265
-4.5,2.4,3036,1449,0.288,0.203140499229575
-4.5,2.4,3036,1449,0.36,0.200955396652703
-4.5,2.4,3036,1449,0.432,0.18439360179314
-4.5,2.4,3036,1449,0.504,0.165583649046915
-4.5,2.4,3036,1449,0.576,0.160753213813657
-4.5,2.4,3036,1449,0.648,0.172465700816577
-4.5,2.4,3036,1449,0.72,0.193288182853948
-4.5,2.4,3036,1449,0.792,0.208050104239063
-4.5,2.4,3036,1449,0.864,0.200560997967516
-4.5,2.4,3036,1449,0.936,0.190089073677563
-4.5,2.4,3036,1449,1.008,0.18118536120302
-4.5,2.4,3036,1449,1.08,0.175651901421445
-4.5,2.4,3036,1449,1.152,0.171520514547621
-4.5,2.4,3036,1449,1.224,0.17197186736171
-4.5,2.4,3036,1449,1.296,0.16029390677021
-4.5,2.4,3036,1449,1.368,0.155290312417875
-4.5,2.4,3036,1449,1.44,0.155204318578408
-4.5,2.4,3036,1449,1.512,0.158786553062644
-4.5,2.4,3036,1449,1.584,0.155673731220894
-4.5,2.4,3036,1449,1.656,0.153742547942262
-4.5,2.4,3036,1449,1.728,0.149121759268586
-4.5,2.4,3036,1449,1.8,0.143972881369231
-4.5,2.4,3036,1449,1.872,0.141090493419367
-4.5,2.4,3036,1449,1.944,0.138336832666815
